,Unnamed: 0,line_name,specimen__id,specimen__name,specimen__hemisphere,structure__id,structure__name,structure__acronym,structure_parent__id,structure_parent__acronym,structure__layer,nr__max_euclidean_distance,nr__number_stems,nr__number_bifurcations,nr__average_contraction,nr__average_parent_daughter_ratio,nr__reconstruction_type,nrwkf__id,erwkf__id,ef__fast_trough_v_long_square,ef__upstroke_downstroke_ratio_long_square,ef__adaptation,ef__f_i_curve_slope,ef__threshold_i_long_square,ef__tau,ef__avg_isi,ef__avg_firing_rate,ef__ri,ef__peak_t_ramp,ef__vrest,si__height,si__width,si__path,csl__x,csl__y,csl__z,csl__normalized_depth,cell_reporter_status,m__glif,m__biophys,m__biophys_perisomatic,m__biophys_all_active,tag__apical,tag__dendrite_type,morph_thumb_path,ephys_thumb_path,ephys_inst_thresh_thumb_path,donor__age,donor__sex,donor__disease_state,donor__race,donor__years_of_seizure_history,donor__species,donor__id,donor__name,swc__fname,model__fold,structure__safe_name,structure_merge__acronym,Transgenic_line,Subclass_or_type,DOI,specimen__date,specimen__strain,label__virus,label__fluorophore
10,52,Rorb-IRES2-Cre,488679042,Rorb-IRES2-Cre-D;Ai14-212872.04.02.01,right,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,677.2405672417,11.0,61.0,0.910968086916278,0.777066731847452,dendrite-only,505203925.0,496275606.0,-49.5937538146973,2.9286807276353,-0.0027793095509242,0.144866799609857,190.0,10.1430573399696,103.759375,9.6376833418667,47.6560592651367,8.768945,-76.9375152587891,7599.0,7607.0,/external/mousecelltypes/prod549/specimen_488679042/min_xy_488679042.aff,8557.22884119046,1089.71449795276,3496.57811375038,0.649524799834529,negative,2.0,1.0,1.0,0.0,intact,spiny,/api/v2/well_known_file_download/505204817,/api/v2/well_known_file_download/488679907,/api/v2/well_known_file_download/491377936,,,,,,Mus musculus,488425799.0,Rorb-IRES2-Cre-D;Ai14-212872,Rorb-IRES2-Cre-D_Ai14-212872.04.02.01_505203923_m.swc,3.0,VISp_layer5,Isocortex_layer5,,,,,,,
11,58,Nr5a1-Cre,502267531,Nr5a1-Cre;Ai14-230422.03.02.01,right,721.0,"""Primary visual area, layer 4""",VISp4,385.0,VISp,4,389.125567511992,9.0,18.0,0.920430723093934,0.735005168968575,dendrite-only,519261991.0,515296365.0,-51.7187538146973,3.16529186747368,0.012117665469375,0.207303370786517,70.0,21.236039382047,49.1368421052631,20.3513281919452,187.656283378601,3.83902,-80.8980407714844,5748.0,5739.0,/external/mousecelltypes/prod668/specimen_502267531/min_xy_502267531.aff,9500.0,1457.70390846111,2712.51995564777,0.414353948932992,positive,5.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/519278476,/api/v2/well_known_file_download/512486017,/api/v2/well_known_file_download/512486019,,,,,,Mus musculus,501894834.0,Nr5a1-Cre;Ai14-230422,Nr5a1-Cre_Ai14-230422.03.02.01_519261988_m.swc,9.0,VISp_layer4,Isocortex_layer4,,,,,,,
12,61,Nos1-CreERT2,530737765,Nos1-CreERT2;Ai14(BT)-260226.04.02.01,right,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,258.352525074287,5.0,20.0,0.835589572831104,1.0,full,596793247.0,657593198.0,-59.4687538146973,2.23577325962574,0.0014514231068503,0.291538455822059,30.0,62.7050386615723,40.6330434782609,24.6105118986475,261.562466621399,2.05033333333333,-65.8897171020508,7599.0,5747.0,/external/mousecelltypes/prod825/specimen_530737765/min_xy_530737765.aff,9236.69958653798,1557.66754231461,2944.28930416508,0.728062876516676,positive,0.0,0.0,0.0,0.0,,aspiny,/api/v2/well_known_file_download/596796657,/api/v2/well_known_file_download/532157996,/api/v2/well_known_file_download/532157998,,,,,,Mus musculus,530227095.0,Nos1-CreERT2;Ai14(BT)-260226,Nos1-CreERT2_Ai14_BT_-260226.04.02.01_596793240_m.swc,9.0,VISp_layer5,Isocortex_layer5,,,,,,,
13,63,Ctgf-T2A-dgCre,502367941,Ctgf-2A-dgCre;Ai14(IVSCC)-230665.02.02.01,right,305.0,"""Primary visual area, layer 6b""",VISp6b,385.0,VISp,6b,432.383109562585,5.0,9.0,0.903889966354689,0.86218269498544,dendrite-only,546781370.0,663442607.0,-53.90625,4.32253584764397,0.0291302986235894,0.286030827696237,30.0,26.7575578496702,61.012,16.390218317708,348.28132390976,2.17104666666667,-66.4572143554688,7594.0,9431.0,/external/mousecelltypes/prod668/specimen_502367941/min_xy_502367941.aff,9538.80649965223,1836.43343887416,3241.35823013891,0.972346730889256,positive,0.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/546787690,/api/v2/well_known_file_download/511602696,/api/v2/well_known_file_download/511602698,,,,,,Mus musculus,502077342.0,Ctgf-2A-dgCre;Ai14(IVSCC)-230665,Ctgf-2A-dgCre_Ai14_IVSCC_-230665.02.02.01_546781359_m.swc,9.0,VISp_layer6b,Isocortex_layer6,,,,,,,
14,65,Htr3a-Cre_NO152,584872371,Htr3a-Cre_NO152;Ai14-314467.03.02.01,right,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,423.246110481183,4.0,13.0,0.873600265165057,1.0,full,596799442.0,657593482.0,-50.8437538146973,3.01897289790159,0.010963846400967,0.279938271604938,50.0,10.2390047345493,31.506,31.7399860344061,207.812488079071,2.28049,-74.5764694213867,7571.0,7594.0,/external/mousecelltypes/prod1086/specimen_584872371/min_xy_584872371.aff,9697.93378404118,1933.48345688904,2427.7596532099,0.515895585007567,positive,5.0,0.0,0.0,0.0,,aspiny,/api/v2/well_known_file_download/662054377,/api/v2/well_known_file_download/606111171,/api/v2/well_known_file_download/606111180,,,,,,Mus musculus,583087145.0,Htr3a-Cre_NO152;Ai14-314467,Htr3a-Cre_NO152_Ai14-314467.03.02.01_596799440_m.swc,2.0,VISp_layer5,Isocortex_layer5,,,,,,,
15,66,Htr3a-Cre_NO152,555341581,Htr3a-Cre_NO152;Ai14-276428.03.01.02,left,593.0,"""Primary visual area, layer 1""",VISp1,385.0,VISp,1,102.789762004102,5.0,14.0,0.887436448523898,0.999226614575721,,730619586.0,659442283.0,-50.2812538146973,3.55675292865995,0.0027077380481875,0.20287356708399,150.0,6.33122714665805,58.8746666666667,16.9852341697617,144.687607884407,6.00235333333333,-74.787239074707,5752.0,7588.0,/external/mousecelltypes/prod863/specimen_555341581/min_xy_555341581.aff,8892.37034734555,830.463257652,8572.42311255082,0.0547253058186159,positive,0.0,0.0,0.0,0.0,,aspiny,/api/v2/well_known_file_download/730631938,/api/v2/well_known_file_download/557184587,/api/v2/well_known_file_download/557184589,,,,,,Mus musculus,552940522.0,Htr3a-Cre_NO152;Ai14-276428,Htr3a-Cre_NO152_Ai14-276428.03.01.02_730619584_m.swc,4.0,VISp_layer1,Isocortex_layer1,,,,,,,
16,81,Rorb-IRES2-Cre,507101551,Rorb-IRES2-Cre-D;Ai14-234246.02.02.01,right,74.0,"""Lateral visual area, layer 6a""",VISl6a,409.0,VISl,6a,575.693496188492,4.0,21.0,0.880750139505363,0.99625,dendrite-only,552581073.0,659447240.0,-43.5625,3.86294656062335,0.0379654660159399,0.197222222222222,50.0,33.7137162390113,55.0623529411765,18.1612289810482,257.812678813934,2.35031,-65.4706497192383,9431.0,5757.0,/external/mousecelltypes/prod706/specimen_507101551/min_xy_507101551.aff,9567.21437135339,2226.20544070167,2370.7690222474,0.78997454695718,positive,0.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/552589873,/api/v2/well_known_file_download/512214069,/api/v2/well_known_file_download/512214072,,,,,,Mus musculus,503871576.0,Rorb-IRES2-Cre-D;Ai14-234246,Rorb-IRES2-Cre-D_Ai14-234246.02.02.01_552581071_m.swc,6.0,VISl_layer6a,Isocortex_layer6,,,,,,,
17,88,Vip-IRES-Cre,560678143,Vip-IRES-Cre;Ai14(IVSCC)-285657.05.02.02,right,778.0,"""Primary visual area, layer 5""",VISp5,385.0,VISp,5,671.341188429676,11.0,61.0,0.920031983412066,0.924971803622897,dendrite-only,717086685.0,659449968.0,-51.4375,3.53277295202534,0.0564437613118759,0.153092003741251,90.0,18.2355407960257,89.466,11.1774305322692,100.156173110008,3.97098,-65.8597564697266,9437.0,5740.0,/external/mousecelltypes/prod859/specimen_560678143/min_xy_560678143.aff,8200.0,929.479995041328,3677.81886724338,0.606822245417581,negative,0.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/717088859,/api/v2/well_known_file_download/561785566,/api/v2/well_known_file_download/561785570,,,,,,Mus musculus,560045488.0,Vip-IRES-Cre;Ai14(IVSCC)-285657,Vip-IRES-Cre_Ai14_IVSCC_-285657.05.02.02_717086683_m.swc,0.0,VISp_layer5,Isocortex_layer5,,,,,,,
18,89,Nos1-CreERT2|Sst-IRES-FlpO,574038330,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-304714.02.01.01,left,33.0,"""Primary visual area, layer 6a""",VISp6a,385.0,VISp,6a,391.907792860081,3.0,22.0,0.86165100446919,0.966490857140794,full,643517285.0,651054770.0,-50.1875038146973,3.03771626988893,0.0449570626692653,0.187632972271046,50.0,45.6606871928344,74.4416666666667,13.4333370648158,279.062509536743,2.46889333333333,-60.470874786377,9431.0,5758.0,/external/mousecelltypes/prod1008/specimen_574038330/min_xy_574038330.aff,9240.00000000001,2058.86565496311,8842.86973542875,0.808009799789359,positive,2.0,0.0,0.0,0.0,,aspiny,/api/v2/well_known_file_download/662054904,/api/v2/well_known_file_download/587853057,/api/v2/well_known_file_download/587853066,,,,,,Mus musculus,573387321.0,Nos1-CreERT2;Sst-IRES-FlpO;Ai65-304714,Nos1-CreERT2_Sst-IRES-FlpO_Ai65-304714.02.01.01_643517283_m.swc,7.0,VISp_layer6a,Isocortex_layer6,,,,,,,
19,91,Nr5a1-Cre,476457450,Nr5a1-Cre;Ai14-187780.03.02.01,right,721.0,"""Primary visual area, layer 4""",VISp4,385.0,VISp,4,412.744710670216,4.0,26.0,0.863691508571932,0.866978414640801,dendrite-only,491253860.0,491199136.0,-45.6875,3.23716786737683,0.0476945778402227,0.159469707443475,70.0,24.6336885047151,62.894,15.8997678633892,210.468634963036,4.17170833333333,-75.3036117553711,7586.0,7585.0,/external/mousecelltypes/prod376/specimen_476457450/min_xy_476457450.aff,9326.14017165814,1279.43688884743,2861.16267787537,0.403732868578721,positive,2.0,2.0,1.0,1.0,intact,spiny,/api/v2/well_known_file_download/487661900,/api/v2/well_known_file_download/487617691,/api/v2/well_known_file_download/491377646,,,,,,Mus musculus,475849780.0,Nr5a1-Cre;Ai14(IVSCC)-187780,Nr5a1-Cre_Ai14-187780.03.02.01_491253858_m.swc,7.0,VISp_layer4,Isocortex_layer4,,,,,,,
20,92,Slc17a6-IRES-Cre,477127614,Slc17a6-IRES-Cre;Ai14-190263.04.01.01,left,821.0,"""Primary visual area, layer 2/3""",VISp2/3,385.0,VISp,2/3,322.035802993394,8.0,14.0,0.889290116700355,0.74787906188281,full,706381807.0,496605204.0,-52.09375,3.70159492503179,0.0311050607804699,0.285904390113368,30.0000019073486,35.177372972262,62.4966666666667,16.0008533788469,339.620679616928,2.415935,-72.0817794799805,5753.0,7602.0,/external/mousecelltypes/prod393/specimen_477127614/min_xy_477127614.aff,8790.23227466551,631.367960807117,7685.28421015727,0.296861669775128,positive,2.0,2.0,1.0,1.0,intact,spiny,/api/v2/well_known_file_download/706403611,/api/v2/well_known_file_download/491383661,/api/v2/well_known_file_download/491383665,,,,,,Mus musculus,476803126.0,Slc17a6-IRES-Cre;Ai14(IVSCC)-190263,Slc17a6-IRES-Cre_Ai14-190263.04.01.01_706381804_m.swc,1.0,VISp_layer23,Isocortex_layer2/3,,,,,,,
21,101,Nos1-CreERT2,560965993,Nos1-CreERT2;Ai14(BT)-285362.04.01.01,left,721.0,"""Primary visual area, layer 4""",VISp4,385.0,VISp,4,98.4784718751261,5.0,38.0,0.908526755659924,0.994178706081637,full,572837211.0,657593307.0,-48.8750038146973,3.63877500384277,-0.010581141746297,0.163963211157197,190.0,11.8717565873293,77.655,12.8774708647222,137.812525033951,6.64306666666667,-72.5188140869141,5718.0,5744.0,/external/mousecelltypes/prod872/specimen_560965993/min_xy_560965993.aff,8938.63789414673,1268.43475196862,8546.52313424141,0.429703145781087,positive,2.0,0.0,0.0,0.0,,aspiny,/api/v2/well_known_file_download/662055252,/api/v2/well_known_file_download/561770070,/api/v2/well_known_file_download/561770072,,,,,,Mus musculus,560045450.0,Nos1-CreERT2;Ai14(BT)-285362,Nos1-CreERT2_Ai14_BT_-285362.04.01.01_572837209_m.swc,4.0,VISp_layer4,Isocortex_layer4,,,,,,,
22,106,Ntsr1-Cre_GN220,509003464,Ntsr1-Cre;Ai14-235627.04.02.01,right,33.0,"""Primary visual area, layer 6a""",VISp6a,385.0,VISp,6a,869.902330230843,7.0,26.0,0.866558361904227,0.79038374004633,dendrite-only,541514431.0,529905649.0,-50.5,3.06651968292765,0.0181605132986508,0.228257749007194,130.0,14.2239231437283,64.4066666666667,15.526343028672,163.906291127205,5.94026,-75.3721694946289,9437.0,7600.0,/external/mousecelltypes/prod712/specimen_509003464/min_xy_509003464.aff,9368.52178256,1884.69476839,8558.44217637,0.908507804569992,positive,5.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/543150854,/api/v2/well_known_file_download/512513790,/api/v2/well_known_file_download/512513807,,,,,,Mus musculus,506540139.0,Ntsr1-Cre;Ai14-235627,Ntsr1-Cre_Ai14-235627.04.02.01_541514429_m.swc,8.0,VISp_layer6a,Isocortex_layer6,,,,,,,
23,110,Chrna2-Cre_OE25,566671538,Chrna2-Cre_OE25;Ai14(IVSCC)-294465.05.01.01,left,821.0,"""Primary visual area, layer 2/3""",VISp2/3,385.0,VISp,2/3,287.119724083125,2.0,29.0,0.877449058767211,1.0,full,650485584.0,592968210.0,-52.09375,2.36373633053816,0.0596904830788553,0.0629230769230769,90.0,14.5666300154135,184.133333333333,5.43084721216511,243.593826889992,5.6146,-68.3530731201172,5736.0,5755.0,/external/mousecelltypes/prod921/specimen_566671538/min_xy_566671538.aff,8182.01975192279,1043.989929429,8700.89754042726,0.34420147591107,positive,5.0,0.0,0.0,0.0,,aspiny,/api/v2/well_known_file_download/650488269,/api/v2/well_known_file_download/568097767,/api/v2/well_known_file_download/568097772,,,,,,Mus musculus,565087402.0,Chrna2-Cre_OE25;Ai14(IVSCC)-294465,Chrna2-Cre_OE25_Ai14_IVSCC_-294465.05.01.01_650485582_m.swc,4.0,VISp_layer23,Isocortex_layer2/3,,,,,,,
24,113,Sim1-Cre_KJ18,589128331,Sim1-Cre_KJ18;Ai14-318533.06.02.01,right,305.0,"""Primary visual area, layer 6b""",VISp6b,385.0,VISp,6b,764.194566724266,6.0,20.0,0.828990037249099,0.915229143151029,dendrite-only,708729834.0,659448775.0,-53.2500038146973,3.97718279533058,0.0120823360691794,0.265322580645161,100.0,10.7410140588614,57.85375,17.2849642417302,156.250387430191,4.52596666666667,-74.5950698852539,11276.0,5735.0,/external/mousecelltypes/prod1133/specimen_589128331/min_xy_589128331.aff,9145.03650389171,1487.82548621374,3562.50706124409,0.975497386528378,positive,0.0,0.0,0.0,0.0,intact,spiny,/api/v2/well_known_file_download/708755232,/api/v2/well_known_file_download/606111873,/api/v2/well_known_file_download/606111875,,,,,,Mus musculus,588188126.0,Sim1-Cre_KJ18;Ai14-318533,Sim1-Cre_KJ18_Ai14-318533.06.02.01_708729829_m.swc,8.0,VISp_layer6b,Isocortex_layer6,,,,,,,
25,115,Vipr2-IRES2-Cre,579662957,Vipr2-IRES2-Cre;Ai14-310515.06.01.01,left,305.0,"""Primary visual area, layer 6b""",VISp6b,385.0,VISp,6b,132.675053045853,7.0,11.0,0.879478252668164,0.988412844137466,full,596799485.0,657593494.0,-57.9687538146973,1.36413780767353,0.0023880450700842,0.741289023162135,90.0,10.1052566910234,20.7727659574468,48.1399541134055,172.031253576279,4.52028666666667,-63.8639373779297,5723.0,5739.0,/external/mousecelltypes/prod1051/specimen_579662957/min_xy_579662957.aff,8092.30839494914,1419.71543586962,8130.74700006428,0.957019061502372,positive,2.0,0.0,0.0,0.0,,aspiny,/api/v2/well_known_file_download/662055142,/api/v2/well_known_file_download/587867217,/api/v2/well_known_file_download/587867220,,,,,,Mus musculus,578230864.0,Vipr2-IRES2-Cre;Ai14-310515,Vipr2-IRES2-Cre_Ai14-310515.06.01.01_596799483_m.swc,2.0,VISp_layer6b,Isocortex_layer6,,,,,,,
